month,component_id,forecast_units
2024-11,C0199,61127
2024-11,C0200,92059
2024-11,C0201,119036
2024-11,C0202,77877
2024-11,C0203,59229
2024-11,C0204,124295
2024-11,C0205,71308
2024-11,C0206,75350
2024-11,C0207,121989
2024-11,C0208,127806
2024-11,C0209,97282
2024-11,C0210,108018
2024-11,C0211,58155
2024-11,C0212,50799
2024-11,C0213,130063
2024-11,C0214,85675
2024-11,C0215,57907
2024-11,C0216,120192
2024-11,C0217,74244
2024-11,C0218,117526
2024-11,C0219,55684
2024-11,C0220,67079
2024-11,C0221,87300
2024-11,C0222,77660
2024-11,C0223,1841
2024-11,C0224,1003
2024-11,C0225,1810
2024-11,C0226,1100
2024-11,C0227,1128
2024-11,C0228,1198
2024-11,C0229,1306
2024-11,C0230,1147
2024-11,C0231,2111
2024-11,C0232,1947
2024-11,C0233,1935
2024-11,C0234,2611
2024-11,C0235,1674
2024-11,C0236,747
2024-11,C0237,1646
2024-11,C0238,1583
2024-11,C0239,1257
2024-11,C0240,1182
2024-12,C0001,313
2024-12,C0002,489
2024-12,C0003,228
2024-12,C0004,212
2024-12,C0005,207
2024-12,C0006,235
2024-12,C0007,494
2024-12,C0008,218
2024-12,C0009,383
2024-12,C0010,111
2024-12,C0011,315
2024-12,C0012,190
2024-12,C0013,218
2024-12,C0014,25160
2024-12,C0015,30801
2024-12,C0016,16197
2024-12,C0017,32029
2024-12,C0018,29832
2024-12,C0019,21314
2024-12,C0020,29523
2024-12,C0021,12995
2024-12,C0022,13172
2024-12,C0023,17102
2024-12,C0024,28371
2024-12,C0025,9787
2024-12,C0026,20148
2024-12,C0027,14503
2024-12,C0028,11742
2024-12,C0029,7548
2024-12,C0030,17096
2024-12,C0031,29264
2024-12,C0032,15539
2024-12,C0033,23507
2024-12,C0034,35577
2024-12,C0035,28219
2024-12,C0036,30847
2024-12,C0037,26559
2024-12,C0038,18844
2024-12,C0039,19912
2024-12,C0040,21066
2024-12,C0041,26287
2024-12,C0042,31431
2024-12,C0043,34180
2024-12,C0044,31007
2024-12,C0045,58072
2024-12,C0046,62190
2024-12,C0047,41156
2024-12,C0048,52901
2024-12,C0049,93497
2024-12,C0050,55190
2024-12,C0051,93428
2024-12,C0052,103537
2024-12,C0053,68440
2024-12,C0054,78228
2024-12,C0055,73707
2024-12,C0056,46822
2024-12,C0057,80770
2024-12,C0058,67388
2024-12,C0059,22607
2024-12,C0060,100892
2024-12,C0061,50138
2024-12,C0062,57784
2024-12,C0063,72205
2024-12,C0064,94508
2024-12,C0065,81552
2024-12,C0066,35048
2024-12,C0067,51316
2024-12,C0068,72222
2024-12,C0069,46516
2024-12,C0070,26820
2024-12,C0071,42374
2024-12,C0072,73929
2024-12,C0073,56845
2024-12,C0074,63430
2024-12,C0075,59687
2024-12,C0076,88136
2024-12,C0077,20803
2024-12,C0078,47278
2024-12,C0079,52161
2024-12,C0080,44547
2024-12,C0081,44887
2024-12,C0082,82462
2024-12,C0083,30972
2024-12,C0084,49594
2024-12,C0085,87451
2024-12,C0086,34510
2024-12,C0087,50892
2024-12,C0088,37539
2024-12,C0089,47458
2024-12,C0090,75436
2024-12,C0091,86154
2024-12,C0092,11992
2024-12,C0093,16427
2024-12,C0094,26749
2024-12,C0095,15110
2024-12,C0096,13953
2024-12,C0097,11322
2024-12,C0098,25594
2024-12,C0099,19697
2024-12,C0100,18015
2024-12,C0101,9896
2024-12,C0102,25371
2024-12,C0103,11429
2024-12,C0104,22708
2024-12,C0105,14223
2024-12,C0106,14020
2024-12,C0107,10270
2024-12,C0108,20171
2024-12,C0109,12172
2024-12,C0110,8180
2024-12,C0111,24603
2024-12,C0112,19269
2024-12,C0113,27713
2024-12,C0114,12035
2024-12,C0115,11955
2024-12,C0116,10569
2024-12,C0117,20146
2024-12,C0118,28320
2024-12,C0119,12325
2024-12,C0120,7628
2024-12,C0121,19670
2024-12,C0122,8913
2024-12,C0123,16552
2024-12,C0124,16849
2024-12,C0125,10562
2024-12,C0126,15454
2024-12,C0127,15571
2024-12,C0128,19096
2024-12,C0129,11763
2024-12,C0130,13734
2024-12,C0131,7594
2024-12,C0132,10889
2024-12,C0133,14581
2024-12,C0134,13050
2024-12,C0135,10486
2024-12,C0136,20128
2024-12,C0137,12135
2024-12,C0138,12804
2024-12,C0139,18968
2024-12,C0140,15383
2024-12,C0141,13964
2024-12,C0142,7928
2024-12,C0143,10378
2024-12,C0144,8540
2024-12,C0145,14859
2024-12,C0146,13422
2024-12,C0147,11013
2024-12,C0148,16239
2024-12,C0149,6872
2024-12,C0150,152830
2024-12,C0151,132491
2024-12,C0152,143894
2024-12,C0153,111503
2024-12,C0154,109068
2024-12,C0155,123009
2024-12,C0156,194351
2024-12,C0157,176922
2024-12,C0158,108459
2024-12,C0159,197271
2024-12,C0160,113357
2024-12,C0161,141723
2024-12,C0162,145901
2024-12,C0163,111668
2024-12,C0164,172543
2024-12,C0165,137050
2024-12,C0166,166889
2024-12,C0167,50736
2024-12,C0168,122548
2024-12,C0169,71073
2024-12,C0170,99137
2024-12,C0171,53658
2024-12,C0172,82034
2024-12,C0173,185233
2024-12,C0174,127718
2024-12,C0175,88
2024-12,C0176,40
2024-12,C0177,75
2024-12,C0178,59
2024-12,C0179,67
2024-12,C0180,531
2024-12,C0181,630
2024-12,C0182,644
2024-12,C0183,344
2024-12,C0184,829
2024-12,C0185,289
2024-12,C0186,339
2024-12,C0187,391
2024-12,C0188,292
2024-12,C0189,313
2024-12,C0190,323
2024-12,C0191,412
2024-12,C0192,396
2024-12,C0193,77436
2024-12,C0194,89064
2024-12,C0195,65479
2024-12,C0196,94567
2024-12,C0197,47223
2024-12,C0198,145305
2024-12,C0199,66609
2024-12,C0200,117123
2024-12,C0201,141108
2024-12,C0202,35937
2024-12,C0203,133883
2024-12,C0204,85537
2024-12,C0205,138597
2024-12,C0206,93463
2024-12,C0207,71260
2024-12,C0208,65080
2024-12,C0209,127893
2024-12,C0210,105659
2024-12,C0211,102930
2024-12,C0212,62068
2024-12,C0213,115636
2024-12,C0214,48116
2024-12,C0215,46155
2024-12,C0216,57744
2024-12,C0217,126757
2024-12,C0218,79280
2024-12,C0219,75988
2024-12,C0220,123328
2024-12,C0221,85007
2024-12,C0222,74724
2024-12,C0223,2258
2024-12,C0224,831
2024-12,C0225,2114
2024-12,C0226,783
2024-12,C0227,1917
2024-12,C0228,1159
2024-12,C0229,1238
2024-12,C0230,1429
2024-12,C0231,2741
2024-12,C0232,2272
2024-12,C0233,1552
2024-12,C0234,2537
2024-12,C0235,2091
2024-12,C0236,481
2024-12,C0237,2540
2024-12,C0238,2214
2024-12,C0239,1175
2024-12,C0240,1430
2025-01,C0001,298
2025-01,C0002,515
2025-01,C0003,289
2025-01,C0004,314
2025-01,C0005,203
2025-01,C0006,258
2025-01,C0007,252
2025-01,C0008,340
2025-01,C0009,334
2025-01,C0010,126
2025-01,C0011,363
2025-01,C0012,322
2025-01,C0013,220
2025-01,C0014,29073
2025-01,C0015,12769
2025-01,C0016,16661
2025-01,C0017,38176
2025-01,C0018,15443
2025-01,C0019,27259
2025-01,C0020,23397
2025-01,C0021,11272
2025-01,C0022,9799
2025-01,C0023,34780
2025-01,C0024,17655
2025-01,C0025,6200
2025-01,C0026,25362
2025-01,C0027,27345
2025-01,C0028,12396
2025-01,C0029,14406
2025-01,C0030,26857
2025-01,C0031,34143
2025-01,C0032,25160
2025-01,C0033,21608
2025-01,C0034,32189
2025-01,C0035,24775
2025-01,C0036,15005
2025-01,C0037,18780
2025-01,C0038,36817
2025-01,C0039,33538
2025-01,C0040,21832
2025-01,C0041,31485
2025-01,C0042,18371
2025-01,C0043,19124
2025-01,C0044,47664
2025-01,C0045,38038
2025-01,C0046,62966
2025-01,C0047,45029
2025-01,C0048,48033
2025-01,C0049,57893
2025-01,C0050,68226
2025-01,C0051,124764
2025-01,C0052,64062
2025-01,C0053,108192
2025-01,C0054,62151
2025-01,C0055,82145
2025-01,C0056,42813
2025-01,C0057,74143
2025-01,C0058,97703
2025-01,C0059,39060
2025-01,C0060,104970
2025-01,C0061,71098
2025-01,C0062,108084
2025-01,C0063,85011
2025-01,C0064,92333
2025-01,C0065,69485
2025-01,C0066,42848
2025-01,C0067,97790
2025-01,C0068,93732
2025-01,C0069,72701
2025-01,C0070,33419
2025-01,C0071,35827
2025-01,C0072,69895
2025-01,C0073,30885
2025-01,C0074,74014
2025-01,C0075,66888
2025-01,C0076,44964
2025-01,C0077,22453
2025-01,C0078,47510
2025-01,C0079,73403
2025-01,C0080,44761
2025-01,C0081,26299
2025-01,C0082,49059
2025-01,C0083,33672
2025-01,C0084,42087
2025-01,C0085,84797
2025-01,C0086,37519
2025-01,C0087,52571
2025-01,C0088,36429
2025-01,C0089,68320
2025-01,C0090,61808
2025-01,C0091,82720
2025-01,C0092,10941
2025-01,C0093,14100
2025-01,C0094,12555
2025-01,C0095,22126
2025-01,C0096,25101
2025-01,C0097,16957
2025-01,C0098,23142
2025-01,C0099,20750
2025-01,C0100,9601
2025-01,C0101,11721
2025-01,C0102,24990
2025-01,C0103,19522
2025-01,C0104,16767
2025-01,C0105,19432
2025-01,C0106,9486
2025-01,C0107,12080
2025-01,C0108,25188
2025-01,C0109,12896
2025-01,C0110,9368
2025-01,C0111,27837
2025-01,C0112,23321
2025-01,C0113,17223
2025-01,C0114,15141
2025-01,C0115,15214
2025-01,C0116,11382
2025-01,C0117,23813
2025-01,C0118,24742
2025-01,C0119,7787
2025-01,C0120,9030
2025-01,C0121,22221
2025-01,C0122,15549
2025-01,C0123,13234
2025-01,C0124,14723
2025-01,C0125,21929
2025-01,C0126,11371
2025-01,C0127,8820
2025-01,C0128,15255
2025-01,C0129,13555
2025-01,C0130,21394
2025-01,C0131,5644
2025-01,C0132,4981
2025-01,C0133,13765
2025-01,C0134,12197
2025-01,C0135,9887
2025-01,C0136,12098
2025-01,C0137,16422
2025-01,C0138,13412
2025-01,C0139,11779
2025-01,C0140,9892
2025-01,C0141,11748
2025-01,C0142,8462
2025-01,C0143,8328
2025-01,C0144,7093
2025-01,C0145,7971
2025-01,C0146,14967
2025-01,C0147,15025
2025-01,C0148,12804
2025-01,C0149,7164
2025-01,C0150,147540
2025-01,C0151,72409
2025-01,C0152,116093
2025-01,C0153,126827
2025-01,C0154,63761
2025-01,C0155,68027
2025-01,C0156,106591
2025-01,C0157,167343
2025-01,C0158,233646
2025-01,C0159,195343
2025-01,C0160,132581
2025-01,C0161,137175
2025-01,C0162,107876
2025-01,C0163,143747
2025-01,C0164,105294
2025-01,C0165,164760
2025-01,C0166,155435
2025-01,C0167,49874
2025-01,C0168,137895
2025-01,C0169,120710
2025-01,C0170,137117
2025-01,C0171,67273
2025-01,C0172,107444
2025-01,C0173,186908
2025-01,C0174,112657
2025-01,C0175,86
2025-01,C0176,82
2025-01,C0177,45
2025-01,C0178,55
2025-01,C0179,51
2025-01,C0180,323
2025-01,C0181,535
2025-01,C0182,737
2025-01,C0183,426
2025-01,C0184,800
2025-01,C0185,373
2025-01,C0186,367
2025-01,C0187,489
2025-01,C0188,363
2025-01,C0189,661
2025-01,C0190,442
2025-01,C0191,302
2025-01,C0192,378
2025-01,C0193,74394
2025-01,C0194,109277
2025-01,C0195,47068
2025-01,C0196,105271
2025-01,C0197,33970
2025-01,C0198,152868
2025-01,C0199,51006
2025-01,C0200,118398
2025-01,C0201,86996
2025-01,C0202,50010
2025-01,C0203,80668
2025-01,C0204,138309
2025-01,C0205,63491
2025-01,C0206,65488
2025-01,C0207,73196
2025-01,C0208,119315
2025-01,C0209,134322
2025-01,C0210,101406
2025-01,C0211,60464
2025-01,C0212,67683
2025-01,C0213,137187
2025-01,C0214,92422
2025-01,C0215,69776
2025-01,C0216,65210
2025-01,C0217,129508
2025-01,C0218,76488
2025-01,C0219,86083
2025-01,C0220,91572
2025-01,C0221,84024
2025-01,C0222,69877
2025-01,C0223,1779
2025-01,C0224,978
2025-01,C0225,2213
2025-01,C0226,1344
2025-01,C0227,1551
2025-01,C0228,971
2025-01,C0229,880
2025-01,C0230,1653
2025-01,C0231,1397
2025-01,C0232,2819
2025-01,C0233,1408
2025-01,C0234,3297
2025-01,C0235,1378
2025-01,C0236,938
2025-01,C0237,2407
2025-01,C0238,2233
2025-01,C0239,2022
2025-01,C0240,1334
2025-02,C0001,262
2025-02,C0002,207
2025-02,C0003,385
2025-02,C0004,183
2025-02,C0005,297
2025-02,C0006,296
2025-02,C0007,288
2025-02,C0008,253
2025-02,C0009,239
2025-02,C0010,112
2025-02,C0011,293
2025-02,C0012,197
2025-02,C0013,254
2025-02,C0014,22163
2025-02,C0015,13529
2025-02,C0016,28562
2025-02,C0017,21486
2025-02,C0018,26070
2025-02,C0019,15275
2025-02,C0020,18535
2025-02,C0021,13533
2025-02,C0022,13086
2025-02,C0023,24837
2025-02,C0024,15722
2025-02,C0025,11094
2025-02,C0026,14429
2025-02,C0027,19089
2025-02,C0028,16248
2025-02,C0029,12174
2025-02,C0030,24322
2025-02,C0031,17116
2025-02,C0032,16769
2025-02,C0033,18179
2025-02,C0034,21048
2025-02,C0035,32876
2025-02,C0036,12959
2025-02,C0037,33832
2025-02,C0038,24587
2025-02,C0039,12070
2025-02,C0040,15725
2025-02,C0041,24214
2025-02,C0042,31498
2025-02,C0043,34636
2025-02,C0044,36945
2025-02,C0045,57823
2025-02,C0046,40048
2025-02,C0047,37006
2025-02,C0048,83068
2025-02,C0049,62014
2025-02,C0050,37051
2025-02,C0051,90079
2025-02,C0052,95035
2025-02,C0053,51219
2025-02,C0054,67133
2025-02,C0055,105528
2025-02,C0056,44053
2025-02,C0057,52971
2025-02,C0058,85315
2025-02,C0059,24706
2025-02,C0060,95418
2025-02,C0061,36660
2025-02,C0062,99309
2025-02,C0063,47964
2025-02,C0064,79558
2025-02,C0065,49241
2025-02,C0066,30050
2025-02,C0067,82015
2025-02,C0068,46544
2025-02,C0069,28632
2025-02,C0070,26585
2025-02,C0071,76406
2025-02,C0072,50701
2025-02,C0073,45064
2025-02,C0074,61074
2025-02,C0075,74887
2025-02,C0076,48330
2025-02,C0077,29775
2025-02,C0078,49715
2025-02,C0079,33721
2025-02,C0080,44806
2025-02,C0081,34296
2025-02,C0082,46929
2025-02,C0083,29024
2025-02,C0084,58507
2025-02,C0085,64725
2025-02,C0086,27417
2025-02,C0087,52516
2025-02,C0088,29101
2025-02,C0089,44070
2025-02,C0090,40085
2025-02,C0091,60319
2025-02,C0092,10317
2025-02,C0093,9479
2025-02,C0094,17642
2025-02,C0095,25828
2025-02,C0096,20789
2025-02,C0097,18378
2025-02,C0098,16294
2025-02,C0099,10212
2025-02,C0100,10893
2025-02,C0101,18251
2025-02,C0102,14033
2025-02,C0103,13380
2025-02,C0104,10040
2025-02,C0105,12304
2025-02,C0106,13482
2025-02,C0107,17535
2025-02,C0108,24842
2025-02,C0109,10521
2025-02,C0110,11801
2025-02,C0111,23280
2025-02,C0112,20485
2025-02,C0113,26283
2025-02,C0114,7731
2025-02,C0115,9877
2025-02,C0116,7398
2025-02,C0117,22708
2025-02,C0118,23051
2025-02,C0119,12576
2025-02,C0120,9768
2025-02,C0121,11344
2025-02,C0122,13515
2025-02,C0123,17831
2025-02,C0124,10823
2025-02,C0125,16523
2025-02,C0126,18472
2025-02,C0127,8338
2025-02,C0128,11556
2025-02,C0129,9163
2025-02,C0130,19521
2025-02,C0131,8499
2025-02,C0132,10613
2025-02,C0133,13994
2025-02,C0134,6132
2025-02,C0135,18078
2025-02,C0136,10400
2025-02,C0137,17574
2025-02,C0138,13739
2025-02,C0139,14547
2025-02,C0140,7823
2025-02,C0141,10022
2025-02,C0142,7875
2025-02,C0143,8388
2025-02,C0144,10789
2025-02,C0145,7057
2025-02,C0146,14901
2025-02,C0147,8494
2025-02,C0148,11657
2025-02,C0149,3158
2025-02,C0150,77072
2025-02,C0151,118233
2025-02,C0152,125525
2025-02,C0153,138626
2025-02,C0154,101831
2025-02,C0155,83835
2025-02,C0156,108009
2025-02,C0157,107131
2025-02,C0158,131695
2025-02,C0159,119293
2025-02,C0160,64184
2025-02,C0161,77597
2025-02,C0162,87891
2025-02,C0163,77212
2025-02,C0164,93226
2025-02,C0165,149225
2025-02,C0166,150647
2025-02,C0167,75338
2025-02,C0168,121530
2025-02,C0169,74053
2025-02,C0170,96768
2025-02,C0171,79978
2025-02,C0172,109656
2025-02,C0173,143200
2025-02,C0174,117944
2025-02,C0175,46
2025-02,C0176,34
2025-02,C0177,46
2025-02,C0178,48
2025-02,C0179,38
2025-02,C0180,643
2025-02,C0181,394
2025-02,C0182,422
2025-02,C0183,208
2025-02,C0184,742
2025-02,C0185,302
2025-02,C0186,474
2025-02,C0187,538
2025-02,C0188,236
2025-02,C0189,295
2025-02,C0190,367
2025-02,C0191,298
2025-02,C0192,246
2025-02,C0193,81931
2025-02,C0194,80044
2025-02,C0195,49708
2025-02,C0196,56385
2025-02,C0197,57413
2025-02,C0198,155475
2025-02,C0199,35300
2025-02,C0200,129593
2025-02,C0201,53621
2025-02,C0202,61890
2025-02,C0203,98774
2025-02,C0204,95356
2025-02,C0205,75834
2025-02,C0206,112656
2025-02,C0207,64001
2025-02,C0208,51046
2025-02,C0209,85053
2025-02,C0210,87152
2025-02,C0211,86333
2025-02,C0212,74357
2025-02,C0213,138846
2025-02,C0214,89939
2025-02,C0215,46542
2025-02,C0216,66556
2025-02,C0217,129314
2025-02,C0218,122445
2025-02,C0219,59887
2025-02,C0220,109614
2025-02,C0221,55446
2025-02,C0222,67651
2025-02,C0223,1511
2025-02,C0224,716
2025-02,C0225,1066
2025-02,C0226,1197
2025-02,C0227,1331
2025-02,C0228,922
2025-02,C0229,641
2025-02,C0230,1085
2025-02,C0231,1399
2025-02,C0232,2969
2025-02,C0233,1286
2025-02,C0234,1833
2025-02,C0235,1487
2025-02,C0236,817
2025-02,C0237,1898
2025-02,C0238,2133
2025-02,C0239,1215
2025-02,C0240,1586
2025-03,C0001,280
2025-03,C0002,553
2025-03,C0003,308
2025-03,C0004,274
2025-03,C0005,276
2025-03,C0006,145
2025-03,C0007,486
2025-03,C0008,226
2025-03,C0009,282
2025-03,C0010,193
2025-03,C0011,558
2025-03,C0012,280
2025-03,C0013,268
2025-03,C0014,17897
2025-03,C0015,20830
2025-03,C0016,34181
2025-03,C0017,30523
2025-03,C0018,29315
2025-03,C0019,17252
2025-03,C0020,23330
2025-03,C0021,15953
2025-03,C0022,13519
2025-03,C0023,21130
2025-03,C0024,17256
2025-03,C0025,12369
2025-03,C0026,12277
2025-03,C0027,21241
2025-03,C0028,14332
2025-03,C0029,8467
2025-03,C0030,23478
2025-03,C0031,32023
2025-03,C0032,20582
2025-03,C0033,23740
2025-03,C0034,19254
2025-03,C0035,40064
2025-03,C0036,29422
2025-03,C0037,27493
2025-03,C0038,29942
2025-03,C0039,15297
2025-03,C0040,23750
2025-03,C0041,18972
2025-03,C0042,26917
2025-03,C0043,24458
2025-03,C0044,40872
2025-03,C0045,79787
2025-03,C0046,37406
2025-03,C0047,26401
2025-03,C0048,55467
2025-03,C0049,53118
2025-03,C0050,60601
2025-03,C0051,105732
2025-03,C0052,65423
2025-03,C0053,83526
2025-03,C0054,68291
2025-03,C0055,64963
2025-03,C0056,39485
2025-03,C0057,92544
2025-03,C0058,76663
2025-03,C0059,29357
2025-03,C0060,85494
2025-03,C0061,72907
2025-03,C0062,67205
2025-03,C0063,84393
2025-03,C0064,85730
2025-03,C0065,97816
2025-03,C0066,41600
2025-03,C0067,67813
2025-03,C0068,75508
2025-03,C0069,46496
2025-03,C0070,30671
2025-03,C0071,70635
2025-03,C0072,73078
2025-03,C0073,45298
2025-03,C0074,34441
2025-03,C0075,37529
2025-03,C0076,88206
2025-03,C0077,26684
2025-03,C0078,45339
2025-03,C0079,41701
2025-03,C0080,49123
2025-03,C0081,26985
2025-03,C0082,59759
2025-03,C0083,31293
2025-03,C0084,32986
2025-03,C0085,36916
2025-03,C0086,40768
2025-03,C0087,45187
2025-03,C0088,42155
2025-03,C0089,57063
2025-03,C0090,65637
2025-03,C0091,53140
2025-03,C0092,6527
2025-03,C0093,20877
2025-03,C0094,24226
2025-03,C0095,16753
2025-03,C0096,22964
2025-03,C0097,16333
2025-03,C0098,21539
2025-03,C0099,13685
2025-03,C0100,16238
2025-03,C0101,10571
2025-03,C0102,15170
2025-03,C0103,13475
2025-03,C0104,21238
2025-03,C0105,20194
2025-03,C0106,9044
2025-03,C0107,10841
2025-03,C0108,16040
2025-03,C0109,16499
2025-03,C0110,8295
2025-03,C0111,20446
2025-03,C0112,22239
2025-03,C0113,27085
2025-03,C0114,9075
2025-03,C0115,15932
2025-03,C0116,8984
2025-03,C0117,26903
2025-03,C0118,21634
2025-03,C0119,15866
2025-03,C0120,7414
2025-03,C0121,15700
2025-03,C0122,12885
2025-03,C0123,13125
2025-03,C0124,10349
2025-03,C0125,13409
2025-03,C0126,14674
2025-03,C0127,13401
2025-03,C0128,15257
2025-03,C0129,13495
2025-03,C0130,11469
2025-03,C0131,9884
2025-03,C0132,9363
2025-03,C0133,11365
2025-03,C0134,6837
2025-03,C0135,10340
2025-03,C0136,15526
2025-03,C0137,12602
2025-03,C0138,19644
2025-03,C0139,20120
2025-03,C0140,14139
2025-03,C0141,11048
2025-03,C0142,12695
2025-03,C0143,8476
2025-03,C0144,12588
2025-03,C0145,8907
2025-03,C0146,14610
2025-03,C0147,11260
2025-03,C0148,10793
2025-03,C0149,5813
2025-03,C0150,104151
2025-03,C0151,99029
2025-03,C0152,113090
2025-03,C0153,113848
2025-03,C0154,107779
2025-03,C0155,61518
2025-03,C0156,192260
2025-03,C0157,161269
2025-03,C0158,129583
2025-03,C0159,172094
2025-03,C0160,107914
2025-03,C0161,104615
2025-03,C0162,106926
2025-03,C0163,93426
2025-03,C0164,154581
2025-03,C0165,106203
2025-03,C0166,161388
2025-03,C0167,85536
2025-03,C0168,98080
2025-03,C0169,85245
2025-03,C0170,84262
2025-03,C0171,137666
2025-03,C0172,101514
2025-03,C0173,188688
2025-03,C0174,155626
2025-03,C0175,50
2025-03,C0176,47
2025-03,C0177,79
2025-03,C0178,41
2025-03,C0179,63
2025-03,C0180,539
2025-03,C0181,586
2025-03,C0182,663
2025-03,C0183,388
2025-03,C0184,527
2025-03,C0185,281
2025-03,C0186,513
2025-03,C0187,285
2025-03,C0188,472
2025-03,C0189,433
2025-03,C0190,312
2025-03,C0191,354
2025-03,C0192,223
2025-03,C0193,88463
2025-03,C0194,81669
2025-03,C0195,43364
2025-03,C0196,56255
2025-03,C0197,59385
2025-03,C0198,156109
2025-03,C0199,34530
2025-03,C0200,86528
2025-03,C0201,125922
2025-03,C0202,34548
2025-03,C0203,63696
2025-03,C0204,104885
2025-03,C0205,79313
2025-03,C0206,90266
2025-03,C0207,120922
2025-03,C0208,61217
2025-03,C0209,90272
2025-03,C0210,94878
2025-03,C0211,106172
2025-03,C0212,65854
2025-03,C0213,108533
2025-03,C0214,48986
2025-03,C0215,71875
2025-03,C0216,87169
2025-03,C0217,81101
2025-03,C0218,85410
2025-03,C0219,75920
2025-03,C0220,103704
2025-03,C0221,108014
2025-03,C0222,95682
2025-03,C0223,2096
2025-03,C0224,794
2025-03,C0225,1959
2025-03,C0226,1240
2025-03,C0227,1491
2025-03,C0228,1168
2025-03,C0229,1446
2025-03,C0230,1592
2025-03,C0231,1626
2025-03,C0232,3582
2025-03,C0233,1234
2025-03,C0234,2891
2025-03,C0235,1385
2025-03,C0236,1239
2025-03,C0237,2132
2025-03,C0238,2397
2025-03,C0239,1933
2025-03,C0240,1395
2025-04,C0001,278
2025-04,C0002,243
2025-04,C0003,488
2025-04,C0004,154
2025-04,C0005,175
2025-04,C0006,147
2025-04,C0007,424
2025-04,C0008,326
2025-04,C0009,223
2025-04,C0010,151
2025-04,C0011,451
2025-04,C0012,171
2025-04,C0013,475
2025-04,C0014,19933
2025-04,C0015,17623
2025-04,C0016,33601
2025-04,C0017,36685
2025-04,C0018,15780
2025-04,C0019,17668
2025-04,C0020,20319
2025-04,C0021,14271
2025-04,C0022,15431
2025-04,C0023,27923
2025-04,C0024,24372
2025-04,C0025,7441
2025-04,C0026,22006
2025-04,C0027,12214
2025-04,C0028,14767
2025-04,C0029,11475
2025-04,C0030,25322
2025-04,C0031,26143
2025-04,C0032,20631
2025-04,C0033,25089
2025-04,C0034,27824
2025-04,C0035,29863
2025-04,C0036,24818
2025-04,C0037,34332
2025-04,C0038,23900
2025-04,C0039,22004
2025-04,C0040,22572
2025-04,C0041,26910
2025-04,C0042,21731
2025-04,C0043,38612
2025-04,C0044,23404
2025-04,C0045,43615
2025-04,C0046,34662
2025-04,C0047,21733
2025-04,C0048,89648
2025-04,C0049,69839
2025-04,C0050,43977
2025-04,C0051,70635
2025-04,C0052,98969
2025-04,C0053,59894
2025-04,C0054,84057
2025-04,C0055,88721
2025-04,C0056,29242
2025-04,C0057,108103
2025-04,C0058,70950
2025-04,C0059,20921
2025-04,C0060,86857
2025-04,C0061,58469
2025-04,C0062,100366
2025-04,C0063,60734
2025-04,C0064,58903
2025-04,C0065,69505
2025-04,C0066,54929
2025-04,C0067,73308
2025-04,C0068,64330
2025-04,C0069,57564
2025-04,C0070,25137
2025-04,C0071,64623
2025-04,C0072,32172
2025-04,C0073,47687
2025-04,C0074,37614
2025-04,C0075,66534
2025-04,C0076,61200
2025-04,C0077,19769
2025-04,C0078,45606
2025-04,C0079,43086
2025-04,C0080,35165
2025-04,C0081,26442
2025-04,C0082,67781
2025-04,C0083,30178
2025-04,C0084,51802
2025-04,C0085,60387
2025-04,C0086,35771
2025-04,C0087,52814
2025-04,C0088,29409
2025-04,C0089,35491
2025-04,C0090,57932
2025-04,C0091,61582
2025-04,C0092,7553
2025-04,C0093,14748
2025-04,C0094,24442
2025-04,C0095,26062
2025-04,C0096,12179
2025-04,C0097,12701
2025-04,C0098,11516
2025-04,C0099,14098
2025-04,C0100,11934
2025-04,C0101,13822
2025-04,C0102,19784
2025-04,C0103,23274
2025-04,C0104,18544
2025-04,C0105,17573
2025-04,C0106,11612
2025-04,C0107,14197
2025-04,C0108,23405
2025-04,C0109,9695
2025-04,C0110,8501
2025-04,C0111,21010
2025-04,C0112,17012
2025-04,C0113,28033
2025-04,C0114,10858
2025-04,C0115,10443
2025-04,C0116,6432
2025-04,C0117,25416
2025-04,C0118,22028
2025-04,C0119,8332
2025-04,C0120,14750
2025-04,C0121,10250
2025-04,C0122,15967
2025-04,C0123,19063
2025-04,C0124,14841
2025-04,C0125,10636
2025-04,C0126,19966
2025-04,C0127,11868
2025-04,C0128,20669
2025-04,C0129,8906
2025-04,C0130,11128
2025-04,C0131,9181
2025-04,C0132,8544
2025-04,C0133,9603
2025-04,C0134,12660
2025-04,C0135,19766
2025-04,C0136,19989
2025-04,C0137,20445
2025-04,C0138,17698
2025-04,C0139,21275
2025-04,C0140,9642
2025-04,C0141,9834
2025-04,C0142,7467
2025-04,C0143,7309
2025-04,C0144,5907
2025-04,C0145,9630
2025-04,C0146,14988
2025-04,C0147,10859
2025-04,C0148,9450
2025-04,C0149,7232
2025-04,C0150,100557
2025-04,C0151,135053
2025-04,C0152,188134
2025-04,C0153,149457
2025-04,C0154,108964
2025-04,C0155,72568
2025-04,C0156,201914
2025-04,C0157,153789
2025-04,C0158,192677
2025-04,C0159,201068
2025-04,C0160,96192
2025-04,C0161,161243
2025-04,C0162,84536
2025-04,C0163,177047
2025-04,C0164,134938
2025-04,C0165,118139
2025-04,C0166,84150
2025-04,C0167,41008
2025-04,C0168,139016
2025-04,C0169,73310
2025-04,C0170,163444
2025-04,C0171,119889
2025-04,C0172,149952
2025-04,C0173,91133
2025-04,C0174,137495
2025-04,C0175,82
2025-04,C0176,73
