delivery_id,supplier_id,component_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,delivery_status
D0008106,S013,C0198,2024-12-19,2025-01-08,2025-01-09,5574,5574,Delayed
D0005524,S010,C0128,2024-12-19,2025-01-31,2025-01-31,1673,1673,On-Time
D0000969,S012,C0028,2024-12-19,2025-02-14,2025-02-15,10596,10596,Delayed
D0004197,S008,C0091,2024-12-19,2025-01-12,2025-01-12,8455,8455,On-Time
D0002151,S004,C0051,2024-12-19,2025-01-10,2025-01-11,14040,14040,Delayed
D0006394,S015,C0152,2024-12-19,2025-01-11,2025-01-11,17702,17702,On-Time
D0002925,S001,C0065,2024-12-19,2025-01-31,2025-01-31,34762,34762,On-Time
D0002255,S004,C0053,2024-12-19,2025-01-09,2025-01-09,24027,24027,On-Time
D0000475,S013,C0018,2024-12-19,2025-01-22,2025-01-22,3282,3282,On-Time
D0004768,S009,C0106,2024-12-19,2025-01-29,2025-01-30,4589,4589,Delayed
D0007881,S009,C0193,2024-12-19,2025-01-06,2025-01-07,23687,23687,Delayed
D0006289,S009,C0150,2024-12-19,2025-01-31,2025-02-02,13457,13457,Delayed
D0000780,S007,C0024,2024-12-19,2025-01-22,2025-01-22,5500,5500,On-Time
D0005089,S005,C0115,2024-12-19,2025-02-24,2025-02-25,3707,3707,Delayed
D0001214,S010,C0033,2024-12-19,2025-01-24,2025-01-25,5021,5021,Delayed
D0009239,S012,C0226,2024-12-19,2025-02-16,2025-02-17,381,381,Delayed
D0001616,S011,C0041,2024-12-19,2025-01-29,2025-01-29,4772,4772,On-Time
D0009441,S018,C0233,2024-12-19,2025-01-28,2025-01-28,173,173,On-Time
D0003284,S004,C0072,2024-12-19,2025-02-06,2025-02-07,12099,9631,Delayed
D0007041,S016,C0164,2024-12-19,2025-02-02,2025-02-02,7340,7340,On-Time
D0005685,S008,C0133,2024-12-19,2025-01-12,2025-01-26,3818,3818,Delayed
D0006215,S011,C0148,2024-12-20,2025-01-18,2025-01-18,1919,1919,On-Time
D0006147,S013,C0146,2024-12-20,2025-02-16,2025-02-16,2068,2068,On-Time
D0008527,S008,C0208,2024-12-20,2025-01-08,2025-01-09,7309,7309,Delayed
D0005861,S003,C0138,2024-12-20,2025-01-27,2025-01-28,2426,2426,Delayed
D0006766,S012,C0159,2024-12-20,2025-01-29,2025-01-29,8171,8171,On-Time
D0007548,S012,C0173,2024-12-20,2025-01-16,2025-01-17,20517,20517,Delayed
D0001779,S004,C0044,2024-12-20,2025-01-25,2025-01-25,15193,15193,On-Time
D0002537,S017,C0058,2024-12-20,2025-01-21,2025-01-21,10628,10628,On-Time
D0002425,S009,C0056,2024-12-20,2025-01-21,2025-01-22,8233,8233,Delayed
D0004055,S009,C0088,2024-12-20,2025-01-05,2025-01-06,18686,18686,Delayed
D0009640,S001,C0240,2024-12-20,2025-02-20,2025-02-22,403,403,Delayed
D0001265,S018,C0034,2024-12-20,2025-01-26,2025-01-27,3985,3985,Delayed
D0006820,S002,C0160,2024-12-20,2025-02-04,2025-02-04,11341,11341,On-Time
D0003582,S005,C0078,2024-12-20,2025-02-04,2025-02-04,14731,14731,On-Time
D0004694,S003,C0104,2024-12-20,2025-01-26,2025-01-26,13333,13333,On-Time
D0001943,S005,C0047,2024-12-20,2025-01-26,2025-01-27,13815,13815,Delayed
D0004273,S015,C0093,2024-12-20,2025-01-30,2025-01-30,1128,1128,On-Time
D0001780,S005,C0044,2024-12-23,2025-01-24,2025-01-24,11315,11315,On-Time
D0004385,S015,C0096,2024-12-23,2025-01-30,2025-01-30,2090,2090,On-Time
D0004949,S001,C0111,2024-12-23,2025-02-01,2025-02-02,4808,4808,Delayed
D0004429,S003,C0097,2024-12-23,2025-02-09,2025-02-09,3485,3485,On-Time
D0006767,S009,C0159,2024-12-23,2025-01-31,2025-01-31,15139,15139,On-Time
D0005491,S002,C0127,2024-12-23,2025-02-18,2025-02-18,3578,3578,On-Time
D0009183,S019,C0224,2024-12-23,2025-01-23,2025-01-23,504,504,On-Time
D0002806,S004,C0063,2024-12-23,2025-01-22,2025-01-22,18414,18414,On-Time
D0007268,S018,C0168,2024-12-23,2025-01-23,2025-01-24,10237,10237,Delayed
D0005896,S005,C0139,2024-12-23,2025-01-25,2025-01-25,3147,3147,On-Time
D0003285,S003,C0072,2024-12-23,2025-02-15,2025-02-15,4551,3413,Partial
D0002538,S008,C0058,2024-12-23,2025-01-27,2025-02-07,10985,10985,Delayed
D0004651,S019,C0103,2024-12-23,2025-02-01,2025-02-01,2788,2732,Partial
D0006990,S015,C0163,2024-12-23,2025-01-20,2025-01-20,23535,23535,On-Time
D0009499,S013,C0235,2024-12-23,2025-02-06,2025-02-08,540,540,Delayed
D0007549,S009,C0173,2024-12-23,2025-01-24,2025-01-25,14887,14887,Delayed
D0005862,S005,C0138,2024-12-23,2025-01-29,2025-02-10,2672,2672,Delayed
D0003534,S002,C0077,2024-12-23,2025-01-27,2025-01-27,5327,5327,On-Time
D0006339,S020,C0151,2024-12-23,2025-01-28,2025-01-28,16192,16192,On-Time
D0002755,S009,C0062,2024-12-23,2025-01-14,2025-01-15,17352,17352,Delayed
D0000011,S018,C0001,2024-12-23,2025-03-08,2025-03-08,118,118,On-Time
D0005419,S018,C0125,2024-12-23,2025-01-30,2025-01-30,10186,8795,Partial
D0008788,S011,C0214,2024-12-23,2025-01-21,2025-01-21,25912,25912,On-Time
D0007495,S020,C0172,2024-12-24,2025-01-27,2025-01-27,38476,38476,On-Time
D0001944,S003,C0047,2024-12-24,2025-01-28,2025-02-10,17655,17655,Delayed
D0001724,S015,C0043,2024-12-24,2025-02-03,2025-02-04,2387,2387,Delayed
D0006457,S015,C0153,2024-12-24,2025-01-25,2025-01-25,25087,25087,On-Time
D0006045,S016,C0143,2024-12-24,2025-02-24,2025-02-24,1012,1012,On-Time
D0003925,S004,C0085,2024-12-24,2025-01-17,2025-01-17,17010,17010,On-Time
D0008070,S002,C0197,2024-12-24,2025-01-18,2025-01-19,26863,26863,Delayed
D0001068,S012,C0030,2024-12-24,2025-01-31,2025-02-01,2963,2963,Delayed
D0001832,S008,C0045,2024-12-24,2025-01-24,2025-01-24,21104,21104,On-Time
D0000928,S012,C0027,2024-12-24,2025-02-13,2025-02-14,2197,2197,Delayed
D0002640,S015,C0060,2024-12-24,2025-01-17,2025-01-17,12752,12752,On-Time
D0004732,S013,C0105,2024-12-24,2025-01-29,2025-01-30,3358,3358,Delayed
D0001311,S002,C0035,2024-12-24,2025-01-30,2025-01-30,2740,2740,On-Time
D0005822,S005,C0137,2024-12-24,2025-02-26,2025-02-26,1859,1859,On-Time
D0002256,S005,C0053,2024-12-24,2025-01-14,2025-01-14,7690,7690,On-Time
D0003824,S005,C0083,2024-12-24,2025-02-01,2025-02-02,6797,6797,Delayed
D0005590,S008,C0130,2024-12-24,2025-02-13,2025-02-13,2823,2823,On-Time
D0008314,S012,C0203,2024-12-24,2025-01-18,2025-01-18,11827,11827,On-Time
D0004537,S017,C0100,2024-12-24,2025-02-01,2025-02-01,3258,3258,On-Time
D0005454,S010,C0126,2024-12-24,2025-02-08,2025-02-09,3562,3562,Delayed
D0005716,S015,C0134,2024-12-25,2025-02-11,2025-02-11,2820,2820,On-Time
D0007606,S020,C0174,2024-12-25,2025-02-04,2025-02-04,13765,13765,On-Time
D0007323,S015,C0169,2024-12-25,2025-01-19,2025-01-19,17132,17132,On-Time
D0006290,S019,C0150,2024-12-25,2025-02-03,2025-02-03,16756,16756,On-Time
D0000734,S013,C0023,2024-12-25,2025-01-31,2025-01-31,1962,1962,On-Time
D0004237,S009,C0092,2024-12-25,2025-02-04,2025-02-06,2034,2034,Delayed
D0004198,S014,C0091,2024-12-25,2025-01-17,2025-01-18,7226,7226,Delayed
D0009614,S004,C0239,2024-12-25,2025-01-17,2025-01-17,262,262,On-Time
D0005322,S011,C0122,2024-12-25,2025-02-23,2025-02-24,6297,6297,Delayed
D0000578,S006,C0020,2024-12-25,2025-02-18,2025-02-18,17505,17505,On-Time
D0001617,S009,C0041,2024-12-25,2025-02-03,2025-02-04,6773,6773,Delayed
D0006074,S012,C0144,2024-12-25,2025-02-10,,1558,1558,Unknown
D0009070,S017,C0221,2024-12-25,2025-01-16,2025-01-16,29565,29565,On-Time
D0005935,S016,C0140,2024-12-25,2025-02-07,2025-02-07,2550,2550,On-Time
D0001266,S011,C0034,2024-12-25,2025-01-31,2025-01-31,3693,3693,On-Time
D0007806,S012,C0189,2024-12-25,2025-02-13,2025-02-14,135,135,Delayed
D0002588,S008,C0059,2024-12-25,2025-02-05,2025-02-05,9034,9034,On-Time
D0008611,S012,C0210,2024-12-25,2025-01-20,2025-01-21,10572,10572,Delayed
D0001358,S010,C0036,2024-12-25,2025-02-02,2025-02-02,5442,5442,On-Time
D0002316,S002,C0054,2024-12-25,2025-02-02,2025-02-03,24278,24278,Delayed
D0004879,S013,C0109,2024-12-25,2025-02-21,2025-02-21,2702,2702,On-Time
D0006506,S012,C0154,2024-12-25,2025-02-18,2025-02-18,33386,33386,On-Time
D0006559,S002,C0155,2024-12-25,2025-01-20,2025-01-21,10803,9361,Delayed
D0005780,S004,C0136,2024-12-25,2025-02-11,2025-02-11,3312,3312,On-Time
D0003149,S018,C0069,2024-12-25,2025-02-02,,18961,18961,Unknown
D0000316,S009,C0015,2024-12-25,2025-02-02,2025-02-03,5054,5054,Delayed
D0006872,S019,C0161,2024-12-25,2025-01-17,2025-01-17,30314,30314,On-Time
D0005686,S010,C0133,2024-12-26,2025-01-23,2025-01-23,2830,2830,On-Time
D0009556,S005,C0237,2024-12-26,2025-02-11,2025-02-11,503,503,On-Time
D0002480,S007,C0057,2024-12-26,2025-02-04,2025-02-04,5667,5667,On-Time
D0001165,S016,C0032,2024-12-26,2025-01-23,2025-01-25,2578,2578,Delayed
D0004496,S014,C0099,2024-12-26,2025-03-06,2025-03-07,3129,3129,Delayed
D0007646,S009,C0178,2024-12-26,2025-02-22,2025-02-23,5,5,Delayed
D0007724,S016,C0184,2024-12-26,2025-03-12,2025-03-23,47,47,Delayed
D0008739,S005,C0213,2024-12-26,2025-01-15,2025-01-15,15030,15030,On-Time
D0001563,S002,C0040,2024-12-26,2025-02-15,2025-02-15,3292,3292,On-Time
D0002044,S016,C0049,2024-12-26,2025-01-22,2025-01-22,6400,6400,On-Time
D0007042,S019,C0164,2024-12-26,2025-02-07,2025-02-07,27906,27906,On-Time
D0008193,S012,C0200,2024-12-26,2025-01-16,,21668,21668,Unknown
D0001024,S007,C0029,2024-12-26,2025-02-05,2025-02-05,2337,2337,On-Time
D0002695,S010,C0061,2024-12-26,2025-02-07,2025-02-07,7144,7144,On-Time
D0003096,S002,C0068,2024-12-26,2025-01-18,2025-01-18,20040,20040,On-Time
D0005254,S003,C0120,2024-12-26,2025-02-25,2025-02-26,2971,2971,Delayed
D0000828,S006,C0025,2024-12-26,2025-02-06,2025-02-06,3343,3343,On-Time
D0009378,S004,C0231,2024-12-26,2025-02-04,2025-02-04,455,455,On-Time
D0008565,S016,C0209,2024-12-26,2025-01-10,2025-01-11,14304,14304,Delayed
D0002926,S015,C0065,2024-12-26,2025-02-06,,6353,6353,Unknown
D0007378,S011,C0170,2024-12-26,2025-01-16,2025-02-02,22673,22673,Delayed
D0009406,S002,C0232,2024-12-26,2025-02-01,2025-02-01,239,239,On-Time
D0007924,S008,C0194,2024-12-27,2025-01-21,2025-01-23,16956,16956,Delayed
D0007754,S012,C0186,2024-12-27,2025-02-15,2025-02-15,113,113,On-Time
D0001891,S004,C0046,2024-12-27,2025-02-06,2025-02-16,23683,23683,Delayed
D0009006,S005,C0219,2024-12-27,2025-01-31,,18087,18087,Unknown
D0009116,S015,C0222,2024-12-27,2025-01-19,2025-01-19,26810,26810,On-Time
D0000533,S002,C0019,2024-12-27,2025-02-10,2025-02-11,5084,5084,Delayed
D0004056,S018,C0088,2024-12-27,2025-01-15,2025-01-15,5396,5396,On-Time
D0001464,S004,C0038,2024-12-27,2025-01-30,2025-01-31,4382,4382,Delayed
D0007149,S015,C0166,2024-12-27,2025-01-29,2025-01-29,23881,23881,On-Time
D0001669,S011,C0042,2024-12-27,2025-01-25,,3224,3224,Unknown
D0008234,S012,C0201,2024-12-27,2025-01-09,2025-01-09,16478,16478,On-Time
D0002984,S005,C0066,2024-12-27,2025-01-31,2025-01-31,19297,19297,On-Time
D0006395,S015,C0152,2024-12-27,2025-01-18,2025-01-19,21020,21020,Delayed
D0003878,S012,C0084,2024-12-27,2025-02-14,2025-02-15,22434,22434,Delayed
D0004571,S003,C0101,2024-12-27,2025-02-19,2025-02-19,3781,3781,On-Time
D0005387,S011,C0124,2024-12-27,2025-02-10,2025-02-26,2506,2506,Delayed
D0002097,S003,C0050,2024-12-27,2025-01-19,2025-01-19,18284,18284,On-Time
D0007882,S018,C0193,2024-12-27,2025-01-15,2025-01-15,8056,8056,On-Time
D0008650,S012,C0211,2024-12-27,2025-01-21,2025-01-21,16024,16024,On-Time
D0003432,S012,C0075,2024-12-27,2025-01-24,2025-01-26,7470,7470,Delayed
D0008273,S014,C0202,2024-12-27,2025-01-24,2025-01-24,12865,12865,On-Time
D0006934,S008,C0162,2024-12-27,2025-01-29,2025-01-30,21296,21296,Delayed
D0001990,S020,C0048,2024-12-27,2025-02-20,2025-02-20,10998,10998,On-Time
D0000129,S004,C0007,2024-12-27,2025-02-07,2025-02-07,59,59,On-Time
D0008835,S011,C0215,2024-12-27,2025-01-14,2025-01-14,38509,38509,On-Time
D0008916,S015,C0217,2024-12-27,2025-02-01,2025-02-06,10806,10806,Delayed
D0002426,S019,C0056,2024-12-27,2025-01-28,2025-01-28,16385,16385,On-Time
D0007205,S005,C0167,2024-12-27,2025-01-26,2025-01-26,15050,15050,On-Time
D0002866,S019,C0064,2024-12-27,2025-01-25,2025-01-25,5782,5782,On-Time
D0001411,S018,C0037,2024-12-27,2025-02-20,2025-02-20,3904,3904,On-Time
D0009155,S013,C0223,2024-12-27,2025-02-19,2025-02-19,413,413,On-Time
D0009038,S014,C0220,2024-12-27,2025-02-01,2025-02-02,12233,12233,Delayed
D0007854,S003,C0192,2024-12-27,2025-02-15,2025-02-15,54,50,Partial
D0005863,S004,C0138,2024-12-30,2025-02-07,2025-02-07,2672,2672,On-Time
D0009464,S013,C0234,2024-12-30,2025-02-11,2025-02-11,182,182,On-Time
D0009557,S009,C0237,2024-12-30,2025-02-14,2025-02-15,209,209,Delayed
D0008836,S009,C0215,2024-12-30,2025-01-13,2025-01-14,8256,8256,Delayed
D0005420,S010,C0125,2024-12-30,2025-02-06,2025-02-06,2314,2314,On-Time
D0004238,S013,C0092,2024-12-30,2025-02-09,2025-02-09,3692,3692,On-Time
D0009207,S003,C0225,2024-12-30,2025-01-27,2025-01-27,500,500,On-Time
D0001670,S005,C0042,2024-12-30,2025-01-29,2025-01-29,2770,2770,On-Time
D0000425,S019,C0017,2024-12-30,2025-01-27,,12791,12791,Unknown
D0006821,S013,C0160,2024-12-30,2025-02-11,2025-02-11,4610,4610,On-Time
D0001991,S014,C0048,2024-12-30,2025-02-24,2025-02-25,5922,5922,Delayed
D0003535,S019,C0077,2024-12-30,2025-02-01,2025-02-01,8512,8512,On-Time
D0001892,S015,C0046,2024-12-30,2025-02-08,2025-02-08,10851,10851,On-Time
D0002867,S012,C0064,2024-12-30,2025-01-28,2025-01-28,13035,13035,On-Time
D0007496,S017,C0172,2024-12-30,2025-02-02,2025-02-02,27796,27796,On-Time
D0008960,S008,C0218,2024-12-30,2025-01-14,2025-01-15,21967,21967,Delayed
D0005897,S005,C0139,2024-12-30,2025-02-01,2025-02-02,3400,3400,Delayed
D0007269,S002,C0168,2024-12-30,2025-01-31,2025-01-31,33671,33671,On-Time
D0003433,S013,C0075,2024-12-30,2025-01-29,2025-01-29,9588,9588,On-Time
D0005591,S013,C0130,2024-12-30,2025-02-21,2025-02-21,2575,2575,On-Time
D0001618,S012,C0041,2024-12-30,2025-02-08,2025-02-09,11734,11734,Delayed
D0004844,S016,C0108,2024-12-30,2025-02-08,2025-02-09,2605,2605,Delayed
D0008740,S013,C0213,2024-12-30,2025-01-20,2025-01-20,5782,5782,On-Time
D0002807,S010,C0063,2024-12-31,2025-01-30,2025-01-30,47150,47150,On-Time
D0009500,S014,C0235,2024-12-31,2025-02-09,2025-02-10,211,211,Delayed
D0002696,S018,C0061,2024-12-31,2025-02-13,2025-02-13,13016,13016,On-Time
D0009117,S018,C0222,2024-12-31,2025-01-23,2025-01-23,15971,15971,On-Time
D0000684,S010,C0022,2024-12-31,2025-02-05,2025-02-05,7859,7859,On-Time
D0008194,S003,C0200,2024-12-31,2025-01-23,2025-01-24,15512,15512,Delayed
D0005823,S002,C0137,2024-12-31,2025-02-27,2025-02-28,849,849,Delayed
D0000829,S017,C0025,2024-12-31,2025-02-10,2025-02-11,3534,3534,Delayed
D0006768,S015,C0159,2024-12-31,2025-02-08,2025-02-08,20995,20995,On-Time
D0007097,S015,C0165,2024-12-31,2025-02-11,2025-02-12,14350,14350,Delayed
D0008789,S013,C0214,2024-12-31,2025-01-26,2025-01-27,19833,19833,Delayed
D0006458,S015,C0153,2024-12-31,2025-01-29,2025-01-29,28169,28169,On-Time
D0003780,S002,C0082,2024-12-31,2025-02-20,2025-02-20,6647,6647,On-Time
D0000781,S008,C0024,2024-12-31,2025-01-31,2025-01-31,8123,8123,On-Time
D0005022,S014,C0113,2024-12-31,2025-01-25,2025-01-25,4815,4815,On-Time
D0007694,S019,C0182,2024-12-31,2025-02-12,2025-02-12,122,122,On-Time
D0003677,S007,C0080,2024-12-31,2025-02-11,2025-02-11,5970,5970,On-Time
D0009324,S010,C0229,2024-12-31,2025-02-01,2025-02-13,296,296,Delayed
D0009442,S003,C0233,2024-12-31,2025-02-12,2025-02-12,147,147,On-Time
D0004769,S007,C0106,2024-12-31,2025-02-11,2025-02-11,1507,1507,On-Time
D0009184,S005,C0224,2024-12-31,2025-01-25,2025-01-25,383,383,On-Time
D0008693,S019,C0212,2024-12-31,2025-01-15,2025-01-25,6485,6485,Delayed
D0000476,S019,C0018,2024-12-31,2025-02-10,2025-02-10,1525,1525,On-Time
D0007150,S010,C0166,2024-12-31,2025-02-02,2025-02-02,20504,20504,On-Time
D0007883,S011,C0193,2024-12-31,2025-01-20,2025-01-20,22731,22731,On-Time
D0001069,S018,C0030,2024-12-31,2025-02-07,2025-02-07,3313,3313,On-Time
D0009071,S018,C0221,2024-12-31,2025-01-17,2025-01-17,10584,10584,On-Time
D0006560,S010,C0155,2024-12-31,2025-01-26,2025-01-26,39441,39441,On-Time
D0001465,S007,C0038,2025-01-01,2025-02-02,2025-02-02,5679,4713,Partial
D0000534,S002,C0019,2025-01-01,2025-02-15,2025-02-15,3543,3543,On-Time
D0005455,S011,C0126,2025-01-01,2025-02-16,2025-02-16,5702,5702,On-Time
D0000628,S016,C0021,2025-01-01,2025-02-09,2025-02-09,3737,3737,On-Time
D0005656,S018,C0132,2025-01-01,2025-02-26,2025-02-26,1872,1872,On-Time
D0007550,S009,C0173,2025-01-01,2025-02-02,2025-02-04,28557,28557,Delayed
D0003970,S018,C0086,2025-01-01,2025-01-22,2025-01-22,10434,10434,On-Time
D0006935,S009,C0162,2025-01-01,2025-02-02,2025-02-02,49262,49262,On-Time
D0002641,S013,C0060,2025-01-01,2025-01-25,2025-01-26,12116,12116,Delayed
D0000970,S010,C0028,2025-01-01,2025-02-19,2025-02-19,3169,3169,On-Time
D0004199,S019,C0091,2025-01-01,2025-01-25,2025-01-25,6079,6079,On-Time
D0007206,S011,C0167,2025-01-01,2025-01-31,2025-01-31,45509,45509,On-Time
D0000374,S016,C0016,2025-01-01,2025-02-01,2025-02-01,11057,11057,On-Time
D0001215,S012,C0033,2025-01-01,2025-02-07,2025-02-08,7437,7437,Delayed
D0002152,S013,C0051,2025-01-01,2025-01-23,2025-01-24,7502,7502,Delayed
D0004652,S003,C0103,2025-01-01,2025-02-10,,3277,3277,Unknown
D0007324,S009,C0169,2025-01-01,2025-01-26,2025-01-27,17016,17016,Delayed
D0000130,S020,C0007,2025-01-01,2025-02-09,2025-02-09,42,42,On-Time
D0004497,S003,C0099,2025-01-01,2025-03-09,2025-03-10,997,997,Delayed
D0003097,S003,C0068,2025-01-01,2025-01-26,2025-01-29,10195,10195,Delayed
D0008917,S016,C0217,2025-01-01,2025-02-10,2025-02-11,10899,10899,Delayed
D0003478,S016,C0076,2025-01-01,2025-02-12,2025-02-12,8261,8261,On-Time
D0003286,S001,C0072,2025-01-01,2025-02-17,2025-02-18,6867,6867,Delayed
D0003333,S011,C0073,2025-01-02,2025-02-05,2025-02-07,9933,9038,Delayed
D0006714,S003,C0158,2025-01-02,2025-02-03,2025-02-05,8930,7892,Delayed
D0004880,S015,C0109,2025-01-02,2025-02-27,2025-02-27,3415,3415,On-Time
D0009641,S018,C0240,2025-01-02,2025-02-28,2025-02-28,612,459,Partial
D0004983,S011,C0112,2025-01-02,2025-02-07,2025-02-07,4834,4834,On-Time
D0002481,S002,C0057,2025-01-02,2025-02-16,2025-02-16,17683,17683,On-Time
D0009156,S018,C0223,2025-01-02,2025-02-25,2025-02-26,214,214,Delayed
D0002985,S003,C0066,2025-01-02,2025-02-05,2025-02-06,6980,6980,Delayed
D0009379,S018,C0231,2025-01-02,2025-02-12,,241,241,Unknown
D0005971,S011,C0141,2025-01-02,2025-02-16,2025-02-17,960,960,Delayed
D0005687,S002,C0133,2025-01-02,2025-01-26,2025-01-26,1049,1049,On-Time
D0000159,S014,C0009,2025-01-02,2025-03-04,2025-03-05,49,49,Delayed
D0006117,S003,C0145,2025-01-02,2025-03-02,2025-03-03,2591,2591,Delayed
D0004572,S015,C0101,2025-01-02,2025-02-25,2025-02-25,9164,9164,On-Time
D0002376,S012,C0055,2025-01-02,2025-02-06,2025-02-07,29549,29549,Delayed
D0008315,S006,C0203,2025-01-02,2025-01-27,2025-01-27,20597,20597,On-Time
D0000267,S014,C0014,2025-01-02,2025-02-08,2025-02-09,7259,7259,Delayed
D0001833,S002,C0045,2025-01-02,2025-02-02,2025-02-02,9606,9606,On-Time
D0001312,S017,C0035,2025-01-02,2025-02-09,2025-02-09,7987,7987,On-Time
D0004733,S019,C0105,2025-01-02,2025-02-08,2025-02-08,4174,4174,On-Time
D0000579,S013,C0020,2025-01-02,2025-02-27,2025-02-27,6079,6079,On-Time
D0002756,S009,C0062,2025-01-02,2025-01-26,2025-01-28,14771,14771,Delayed
D0005492,S004,C0127,2025-01-02,2025-02-25,2025-02-26,2254,2254,Delayed
D0000929,S018,C0027,2025-01-02,2025-02-23,2025-02-23,3185,2925,Partial
D0007973,S009,C0195,2025-01-02,2025-01-30,2025-01-31,5457,5457,Delayed
D0003879,S013,C0084,2025-01-02,2025-02-24,2025-02-24,4884,4884,On-Time
D0003926,S018,C0085,2025-01-02,2025-01-28,2025-01-29,5957,5957,Delayed
D0006507,S010,C0154,2025-01-03,2025-02-21,2025-02-21,13459,13459,On-Time
D0001025,S019,C0029,2025-01-03,2025-02-12,2025-02-12,1251,1251,On-Time
D0000012,S016,C0001,2025-01-03,2025-03-18,2025-03-18,54,54,On-Time
D0001166,S002,C0032,2025-01-03,2025-01-31,2025-01-31,5382,5382,On-Time
D0005155,S011,C0117,2025-01-03,2025-03-03,2025-03-03,3236,3236,On-Time
D0002317,S009,C0054,2025-01-03,2025-02-10,2025-02-11,17994,17994,Delayed
D0007439,S011,C0171,2025-01-03,2025-02-05,2025-02-05,25147,25147,On-Time
D0001781,S005,C0044,2025-01-03,2025-02-04,2025-02-04,10195,10195,On-Time
D0004103,S004,C0089,2025-01-03,2025-02-03,2025-02-03,5837,5837,On-Time
D0006291,S015,C0150,2025-01-03,2025-02-16,2025-02-16,22238,22238,On-Time
D0007043,S015,C0164,2025-01-03,2025-02-15,2025-02-16,15599,15599,Delayed
D0000317,S001,C0015,2025-01-03,2025-02-09,2025-02-10,934,934,Delayed
D0006251,S012,C0149,2025-01-03,2025-02-10,2025-02-10,1230,1230,On-Time
D0001267,S009,C0034,2025-01-03,2025-02-08,2025-02-09,1936,1936,Delayed
D0003825,S015,C0083,2025-01-03,2025-02-12,2025-02-12,6236,6236,On-Time
D0009295,S006,C0228,2025-01-03,2025-02-25,2025-02-25,496,496,On-Time
D0009296,S005,C0228,2025-01-06,2025-03-01,2025-03-02,279,279,Delayed
D0008071,S014,C0197,2025-01-06,2025-01-30,,20040,20040,Unknown
D0003728,S003,C0081,2025-01-06,2025-02-07,2025-02-07,13058,13058,On-Time
D0004239,S002,C0092,2025-01-06,2025-02-18,2025-02-18,2586,2586,On-Time
D0001070,S001,C0030,2025-01-06,2025-02-14,2025-02-15,3979,3979,Delayed
D0006661,S018,C0157,2025-01-06,2025-02-05,2025-02-05,22924,22924,On-Time
D0008651,S004,C0211,2025-01-06,2025-02-02,2025-02-02,12733,12733,On-Time
D0009325,S003,C0229,2025-01-06,2025-02-07,2025-02-08,363,363,Delayed
D0001893,S013,C0046,2025-01-06,2025-02-15,2025-02-15,13476,13476,On-Time
D0003583,S018,C0078,2025-01-06,2025-02-25,2025-02-26,11278,11278,Delayed
D0000685,S015,C0022,2025-01-06,2025-02-11,2025-02-11,3392,3392,On-Time
D0006873,S010,C0161,2025-01-06,2025-01-28,2025-01-28,24805,24805,On-Time
D0004461,S020,C0098,2025-01-06,2025-02-17,,2743,2406,Unknown
D0008150,S004,C0199,2025-01-06,2025-01-24,2025-01-24,8443,8443,On-Time
D0007098,S009,C0165,2025-01-06,2025-02-18,2025-02-19,15104,15104,Delayed
D0000971,S007,C0028,2025-01-06,2025-02-28,2025-02-28,4187,4187,On-Time
D0001117,S012,C0031,2025-01-06,2025-02-23,2025-02-25,5296,5296,Delayed
D0006508,S010,C0154,2025-01-06,2025-02-27,2025-02-27,20870,20870,On-Time
D0006292,S019,C0150,2025-01-06,2025-02-18,2025-02-18,38213,38213,On-Time
D0007925,S004,C0194,2025-01-06,2025-02-03,2025-02-03,5233,5233,On-Time
D0002098,S011,C0050,2025-01-06,2025-01-27,2025-01-27,20911,20911,On-Time
D0004950,S009,C0111,2025-01-06,2025-02-15,2025-02-16,2080,2080,Delayed
D0001268,S003,C0034,2025-01-06,2025-02-10,2025-02-11,17962,17962,Delayed
D0004104,S002,C0089,2025-01-06,2025-02-07,2025-02-07,18412,18412,On-Time
D0007497,S010,C0172,2025-01-06,2025-02-12,2025-02-12,21165,21165,On-Time
D0003678,S017,C0080,2025-01-06,2025-02-22,2025-02-23,9634,9634,Delayed
D0003629,S006,C0079,2025-01-06,2025-02-12,2025-02-12,9974,9974,On-Time
D0005624,S005,C0131,2025-01-06,2025-02-07,2025-02-07,1924,1924,On-Time
D0001725,S002,C0043,2025-01-06,2025-02-16,2025-02-16,2440,2440,On-Time
D0004734,S019,C0105,2025-01-06,2025-02-11,2025-02-11,4081,4081,On-Time
D0003190,S001,C0070,2025-01-06,2025-02-18,2025-02-19,10425,10425,Delayed
D0008871,S013,C0216,2025-01-07,2025-02-06,2025-02-06,11411,11411,On-Time
D0006118,S010,C0145,2025-01-07,2025-03-08,2025-03-08,5437,5437,On-Time
D0004274,S003,C0093,2025-01-07,2025-02-17,2025-02-18,6008,6008,Delayed
D0002206,S004,C0052,2025-01-07,2025-02-09,2025-02-09,9701,8404,Partial
D0001564,S011,C0040,2025-01-07,2025-02-27,2025-02-28,3056,3056,Delayed
D0005421,S005,C0125,2025-01-07,2025-02-14,2025-02-15,5806,5806,Delayed
D0001782,S013,C0044,2025-01-07,2025-02-11,2025-02-11,29042,28447,Partial
D0002986,S001,C0066,2025-01-07,2025-02-11,2025-02-11,14257,14257,On-Time
D0004695,S003,C0104,2025-01-07,2025-02-13,2025-02-13,3419,3419,On-Time
