month,component_id,actual_units,actual_issued
2024-11,C0087,40407,30451
2024-12,C0087,43484,32907
2025-01,C0087,45115,34723
2025-02,C0087,39550,30883
2025-03,C0087,41368,32448
2025-04,C0087,42708,33118
2025-05,C0087,45211,33508
2025-06,C0087,45054,35230
2025-07,C0087,42519,33133
2025-08,C0087,43950,34473
2025-09,C0087,43634,33899
2025-10,C0087,42303,32655
2025-11,C0087,11631,8889
2024-02,C0088,10861,10138
2024-03,C0088,31466,24506
2024-04,C0088,32305,25233
2024-05,C0088,34103,26593
2024-06,C0088,30499,23671
2024-07,C0088,31006,23818
2024-08,C0088,31510,24003
2024-09,C0088,30381,23615
2024-10,C0088,32506,24454
2024-11,C0088,30411,23206
2024-12,C0088,31720,24544
2025-01,C0088,35226,27650
2025-02,C0088,28119,21880
2025-03,C0088,31240,24499
2025-04,C0088,29749,22582
2025-05,C0088,30686,23427
2025-06,C0088,29030,22892
2025-07,C0088,32353,24760
2025-08,C0088,31288,24221
2025-09,C0088,30400,23512
2025-10,C0088,29984,23515
2025-11,C0088,9462,7249
2024-02,C0089,13712,12772
2024-03,C0089,47579,38489
2024-04,C0089,48058,37099
2024-05,C0089,55470,43118
2024-06,C0089,48541,37350
2024-07,C0089,47392,36563
2024-08,C0089,48375,37467
2024-09,C0089,47738,37252
2024-10,C0089,47718,36730
2024-11,C0089,49449,38242
2024-12,C0089,52683,40784
2025-01,C0089,49905,38706
2025-02,C0089,42942,34241
2025-03,C0089,50400,38941
2025-04,C0089,48093,36487
2025-05,C0089,49670,38975
2025-06,C0089,50376,38578
2025-07,C0089,48864,38231
2025-08,C0089,48731,37873
2025-09,C0089,47850,36841
2025-10,C0089,47411,37393
2025-11,C0089,15811,12424
2024-02,C0090,17413,16374
2024-03,C0090,62444,49500
2024-04,C0090,60854,47181
2024-05,C0090,63641,48855
2024-06,C0090,59035,46002
2024-07,C0090,63764,49759
2024-08,C0090,66307,51615
2024-09,C0090,60925,47075
2024-10,C0090,61466,48402
2024-11,C0090,65563,49940
2024-12,C0090,65230,50904
2025-01,C0090,66793,51047
2025-02,C0090,56403,43596
2025-03,C0090,67497,51881
2025-04,C0090,60865,47527
2025-05,C0090,64862,50641
2025-06,C0090,60652,46816
2025-07,C0090,66294,51427
2025-08,C0090,63389,48329
2025-09,C0090,65290,51061
2025-10,C0090,62191,48339
2025-11,C0090,18027,14115
2024-02,C0091,19780,18575
2024-03,C0091,69348,54864
2024-04,C0091,66249,50967
2024-05,C0091,72128,54501
2024-06,C0091,67831,52013
2024-07,C0091,70285,55378
2024-08,C0091,66902,52572
2024-09,C0091,66569,52304
2024-10,C0091,69709,54225
2024-11,C0091,71054,53090
2024-12,C0091,73341,56640
2025-01,C0091,67656,52527
2025-02,C0091,66944,50809
2025-03,C0091,71339,54773
2025-04,C0091,69868,53587
2025-05,C0091,68013,52615
2025-06,C0091,68668,54151
2025-07,C0091,69184,54391
2025-08,C0091,76790,58843
2025-09,C0091,66537,52105
2025-10,C0091,72414,55214
2025-11,C0091,18835,14436
2024-02,C0092,2949,2792
2024-03,C0092,8846,7238
2024-04,C0092,8956,6960
2024-05,C0092,10134,7959
2024-06,C0092,9278,7332
2024-07,C0092,9379,7288
2024-08,C0092,10021,7701
2024-09,C0092,9170,7285
2024-10,C0092,9873,7770
2024-11,C0092,9629,7314
2024-12,C0092,9264,7180
2025-01,C0092,9858,7429
2025-02,C0092,8477,6525
2025-03,C0092,9631,7405
2025-04,C0092,9879,7457
2025-05,C0092,10275,7957
2025-06,C0092,9180,7196
2025-07,C0092,9621,7215
2025-08,C0092,9735,7645
2025-09,C0092,9192,7049
2025-10,C0092,10574,8238
2025-11,C0092,2801,2145
2024-02,C0093,4044,3893
2024-03,C0093,15236,12449
2024-04,C0093,14077,10725
2024-05,C0093,14908,11641
2024-06,C0093,14257,11087
2024-07,C0093,14987,11634
2024-08,C0093,14793,11581
2024-09,C0093,14496,11050
2024-10,C0093,14493,11089
2024-11,C0093,14267,11066
2024-12,C0093,15063,11682
2025-01,C0093,15826,12263
2025-02,C0093,13189,10277
2025-03,C0093,16051,12391
2025-04,C0093,14578,11416
2025-05,C0093,15217,11781
2025-06,C0093,14186,11005
2025-07,C0093,14851,11469
2025-08,C0093,15189,11451
2025-09,C0093,15537,11769
2025-10,C0093,15834,12405
2025-11,C0093,4945,3828
2024-02,C0094,6823,6492
2024-03,C0094,18904,15297
2024-04,C0094,19358,14845
2024-05,C0094,20952,16325
2024-06,C0094,21325,16189
2024-07,C0094,19689,15451
2024-08,C0094,21631,16836
2024-09,C0094,19834,15471
2024-10,C0094,20846,15929
2024-11,C0094,20012,15353
2024-12,C0094,21440,16418
2025-01,C0094,19733,15475
2025-02,C0094,18751,14272
2025-03,C0094,20043,15611
2025-04,C0094,19224,15006
2025-05,C0094,21244,16374
2025-06,C0094,21293,16558
2025-07,C0094,21053,16253
2025-08,C0094,20554,16100
2025-09,C0094,19997,15608
2025-10,C0094,20229,15866
2025-11,C0094,5998,4546
2024-02,C0095,6487,6062
2024-03,C0095,22697,18275
2024-04,C0095,22919,17963
2024-05,C0095,24242,18815
2024-06,C0095,24012,18895
2024-07,C0095,23617,18489
2024-08,C0095,25452,19838
2024-09,C0095,23664,18131
2024-10,C0095,23945,18162
2024-11,C0095,23619,18458
2024-12,C0095,23422,18105
2025-01,C0095,24587,19316
2025-02,C0095,22988,16946
2025-03,C0095,25639,20038
2025-04,C0095,25504,19589
2025-05,C0095,23827,18534
2025-06,C0095,23453,18495
2025-07,C0095,26469,20294
2025-08,C0095,23819,18312
2025-09,C0095,23660,18374
2025-10,C0095,23337,18277
2025-11,C0095,6733,5249
2024-02,C0096,5449,5186
2024-03,C0096,17248,14330
2024-04,C0096,19169,15083
2024-05,C0096,19911,15460
2024-06,C0096,18560,14268
2024-07,C0096,19623,15284
2024-08,C0096,19206,14861
2024-09,C0096,17449,13644
2024-10,C0096,19403,15120
2024-11,C0096,20353,15727
2024-12,C0096,18877,14707
2025-01,C0096,19556,15292
2025-02,C0096,18010,13868
2025-03,C0096,18442,14407
2025-04,C0096,18016,13853
2025-05,C0096,19307,15136
2025-06,C0096,17873,13997
2025-07,C0096,19268,14654
2025-08,C0096,21204,15695
2025-09,C0096,18350,14281
2025-10,C0096,18762,14380
2025-11,C0096,5375,4175
2024-02,C0097,4089,3670
2024-03,C0097,13191,10808
2024-04,C0097,13042,10458
2024-05,C0097,13984,10559
2024-06,C0097,12235,10254
2024-07,C0097,13676,11027
2024-08,C0097,13923,10850
2024-09,C0097,13327,10384
2024-10,C0097,14675,10958
2024-11,C0097,14277,10896
2024-12,C0097,12534,10878
2025-01,C0097,13874,10972
2025-02,C0097,13912,10887
2025-03,C0097,14008,10950
2025-04,C0097,13535,10503
2025-05,C0097,14243,10978
2025-06,C0097,13864,10797
2025-07,C0097,15401,11733
2025-08,C0097,13524,10487
2025-09,C0097,13777,10766
2025-10,C0097,14399,11121
2025-11,C0097,4671,3643
2024-02,C0098,5539,5129
2024-03,C0098,17944,14660
2024-04,C0098,18261,14134
2024-05,C0098,19357,15003
2024-06,C0098,17694,13788
2024-07,C0098,18230,13956
2024-08,C0098,19201,14505
2024-09,C0098,18402,14086
2024-10,C0098,18218,14032
2024-11,C0098,17639,13715
2024-12,C0098,18290,14265
2025-01,C0098,18060,13735
2025-02,C0098,17509,13630
2025-03,C0098,18550,14451
2025-04,C0098,17226,13511
2025-05,C0098,18778,14510
2025-06,C0098,17673,13783
2025-07,C0098,19975,15206
2025-08,C0098,20065,15551
2025-09,C0098,19158,14771
2025-10,C0098,19579,15037
2025-11,C0098,5418,4188
2024-02,C0099,4842,4512
2024-03,C0099,16335,13539
2024-04,C0099,16673,12769
2024-05,C0099,19459,14915
2024-06,C0099,16112,12649
2024-07,C0099,17271,13024
2024-08,C0099,17661,13775
2024-09,C0099,16682,13037
2024-10,C0099,17784,13270
2024-11,C0099,16375,12959
2024-12,C0099,17050,13145
2025-01,C0099,17082,13215
2025-02,C0099,15496,11957
2025-03,C0099,18096,13916
2025-04,C0099,16249,12710
2025-05,C0099,17624,13740
2025-06,C0099,18257,14095
2025-07,C0099,16909,13079
2025-08,C0099,16923,13186
2025-09,C0099,17500,13595
2025-10,C0099,16804,12999
2025-11,C0099,5766,4416
2024-02,C0100,4561,4419
2024-03,C0100,16595,13685
2024-04,C0100,16895,13133
2024-05,C0100,16614,13108
2024-06,C0100,15368,12072
2024-07,C0100,16358,12749
2024-08,C0100,16494,12560
2024-09,C0100,15812,12219
2024-10,C0100,15590,12043
2024-11,C0100,16067,12571
2024-12,C0100,16193,12657
2025-01,C0100,15889,12518
2025-02,C0100,14884,11430
2025-03,C0100,16352,12471
2025-04,C0100,16485,12589
2025-05,C0100,16520,12832
2025-06,C0100,16718,13027
2025-07,C0100,16917,12952
2025-08,C0100,17708,13675
2025-09,C0100,16575,12841
2025-10,C0100,16619,12886
2025-11,C0100,4659,3680
2024-02,C0101,4285,4113
2024-03,C0101,12911,10745
2024-04,C0101,13562,10558
2024-05,C0101,14747,11112
2024-06,C0101,13942,10684
2024-07,C0101,13573,10409
2024-08,C0101,14078,10911
2024-09,C0101,14618,11286
2024-10,C0101,14015,10883
2024-11,C0101,14522,11132
2024-12,C0101,14030,10960
2025-01,C0101,14758,10912
2025-02,C0101,13320,10293
2025-03,C0101,14376,11117
2025-04,C0101,14079,10972
2025-05,C0101,14037,10956
2025-06,C0101,13681,10548
2025-07,C0101,13893,10948
2025-08,C0101,13835,10646
2025-09,C0101,14005,10884
2025-10,C0101,14351,10929
2025-11,C0101,3806,2970
2024-02,C0102,5699,5238
2024-03,C0102,19489,15269
2024-04,C0102,19024,14084
2024-05,C0102,19177,14916
2024-06,C0102,18461,14419
2024-07,C0102,18435,14230
2024-08,C0102,18903,14698
2024-09,C0102,20141,15520
2024-10,C0102,17779,13977
2024-11,C0102,18052,14099
2024-12,C0102,19342,14990
2025-01,C0102,19631,15309
2025-02,C0102,17430,13628
2025-03,C0102,18705,14416
2025-04,C0102,17366,13528
2025-05,C0102,19203,14805
2025-06,C0102,18265,14083
2025-07,C0102,20160,15533
2025-08,C0102,18691,14594
2025-09,C0102,19190,15091
2025-10,C0102,18758,14575
2025-11,C0102,5410,4165
2024-02,C0103,5378,5033
2024-03,C0103,19626,16030
2024-04,C0103,18259,13760
2024-05,C0103,17902,13910
2024-06,C0103,17608,13766
2024-07,C0103,20325,15586
2024-08,C0103,17128,13477
2024-09,C0103,18158,13830
2024-10,C0103,17872,14034
2024-11,C0103,17820,13826
2024-12,C0103,18384,14398
2025-01,C0103,19400,14889
2025-02,C0103,16871,13063
2025-03,C0103,18370,14279
2025-04,C0103,18966,14855
2025-05,C0103,18302,14301
2025-06,C0103,17981,14189
2025-07,C0103,19540,14804
2025-08,C0103,18159,14254
2025-09,C0103,19230,14833
2025-10,C0103,18830,14548
2025-11,C0103,5252,4204
2024-02,C0104,4725,4399
2024-03,C0104,16394,13337
2024-04,C0104,15733,12311
2024-05,C0104,16636,13138
2024-06,C0104,17532,13379
2024-07,C0104,17257,13409
2024-08,C0104,18291,14325
2024-09,C0104,16921,12825
2024-10,C0104,16571,12661
2024-11,C0104,17485,13054
2024-12,C0104,18083,14138
2025-01,C0104,17724,13626
2025-02,C0104,14951,11812
2025-03,C0104,17316,13433
2025-04,C0104,16242,12710
2025-05,C0104,15935,12241
2025-06,C0104,16800,12825
2025-07,C0104,16209,12336
2025-08,C0104,17493,13267
2025-09,C0104,15836,12095
2025-10,C0104,16672,13099
2025-11,C0104,5381,4261
2024-02,C0105,4522,4336
2024-03,C0105,15936,12605
2024-04,C0105,15766,12146
2024-05,C0105,17995,14053
2024-06,C0105,15535,12070
2024-07,C0105,15986,12475
2024-08,C0105,16108,12529
2024-09,C0105,16271,12580
2024-10,C0105,16935,13080
2024-11,C0105,15538,11831
2024-12,C0105,16807,13012
2025-01,C0105,16374,12890
2025-02,C0105,16948,12978
2025-03,C0105,16152,12743
2025-04,C0105,15802,12176
2025-05,C0105,16490,12567
2025-06,C0105,15762,12305
2025-07,C0105,15981,12232
2025-08,C0105,16550,12896
2025-09,C0105,16360,12886
2025-10,C0105,16324,12752
2025-11,C0105,4792,3616
2024-02,C0106,3420,3280
2024-03,C0106,12262,9674
2024-04,C0106,11129,8691
2024-05,C0106,12702,9887
2024-06,C0106,11857,9186
2024-07,C0106,11725,8985
2024-08,C0106,12113,9337
2024-09,C0106,10936,8531
2024-10,C0106,12185,9488
2024-11,C0106,11413,8802
2024-12,C0106,12320,9437
2025-01,C0106,12169,9341
2025-02,C0106,10264,8087
2025-03,C0106,11667,8998
2025-04,C0106,11637,8977
2025-05,C0106,12668,10019
2025-06,C0106,11642,9126
2025-07,C0106,12123,9402
2025-08,C0106,12153,9170
2025-09,C0106,11763,9167
2025-10,C0106,12148,9389
2025-11,C0106,3542,2584
2024-02,C0107,4207,3940
2024-03,C0107,14145,11551
2024-04,C0107,15305,11838
2024-05,C0107,15517,11998
2024-06,C0107,14903,11661
2024-07,C0107,15731,12020
2024-08,C0107,15931,12028
2024-09,C0107,16132,12522
2024-10,C0107,15479,11788
2024-11,C0107,15963,12345
2024-12,C0107,15237,11489
2025-01,C0107,15104,11681
2025-02,C0107,14307,10870
2025-03,C0107,15339,11760
2025-04,C0107,15014,11746
2025-05,C0107,14803,11549
2025-06,C0107,15777,11944
2025-07,C0107,15342,11896
2025-08,C0107,14933,11618
2025-09,C0107,14205,11132
2025-10,C0107,16349,12657
2025-11,C0107,4100,3183
2024-02,C0108,6304,5929
2024-03,C0108,21462,17483
2024-04,C0108,22001,17064
2024-05,C0108,22624,17585
2024-06,C0108,22139,17123
2024-07,C0108,22264,17385
2024-08,C0108,22451,17463
2024-09,C0108,22234,17070
2024-10,C0108,21953,17060
2024-11,C0108,21888,17092
2024-12,C0108,23327,17491
2025-01,C0108,23339,17855
2025-02,C0108,21156,16448
2025-03,C0108,22911,17777
2025-04,C0108,21637,17020
2025-05,C0108,23341,17681
2025-06,C0108,22281,17155
2025-07,C0108,22871,17813
2025-08,C0108,25506,19838
2025-09,C0108,21631,16614
2025-10,C0108,21392,16618
2025-11,C0108,6308,4888
2024-02,C0109,4757,4455
2024-03,C0109,15164,12581
2024-04,C0109,15473,12240
2024-05,C0109,16844,12922
2024-06,C0109,15839,12200
2024-07,C0109,16685,12839
2024-08,C0109,17519,13317
2024-09,C0109,15835,12365
2024-10,C0109,15957,12505
2024-11,C0109,17751,13714
2024-12,C0109,16511,12752
2025-01,C0109,15837,12320
2025-02,C0109,15438,12164
2025-03,C0109,18306,14083
2025-04,C0109,15723,12317
2025-05,C0109,17819,13753
2025-06,C0109,15886,12226
2025-07,C0109,17054,13467
2025-08,C0109,17126,13377
2025-09,C0109,15961,12433
2025-10,C0109,16466,12249
2025-11,C0109,4591,3654
2024-02,C0110,3476,3179
2024-03,C0110,10903,8602
2024-04,C0110,11318,8509
2024-05,C0110,10691,8311
2024-06,C0110,10688,8220
2024-07,C0110,11169,8677
2024-08,C0110,11975,9288
2024-09,C0110,10374,8026
2024-10,C0110,11244,8651
2024-11,C0110,10480,8210
2024-12,C0110,11608,9136
2025-01,C0110,12616,9731
2025-02,C0110,10000,7691
2025-03,C0110,10807,8304
2025-04,C0110,10461,8204
2025-05,C0110,11098,8368
2025-06,C0110,10915,8617
2025-07,C0110,11627,8846
2025-08,C0110,10913,8385
2025-09,C0110,10205,7780
2025-10,C0110,11195,8457
2025-11,C0110,3085,2357
2024-02,C0111,6669,6376
2024-03,C0111,23481,18573
2024-04,C0111,22331,17336
2024-05,C0111,22834,17298
2024-06,C0111,21971,16802
2024-07,C0111,22035,17307
2024-08,C0111,23345,18064
2024-09,C0111,23181,17962
2024-10,C0111,24524,18489
2024-11,C0111,21833,17006
2024-12,C0111,22773,17872
2025-01,C0111,25227,19170
2025-02,C0111,20817,16370
2025-03,C0111,24088,18316
2025-04,C0111,23738,18499
2025-05,C0111,23487,17753
2025-06,C0111,23151,17823
2025-07,C0111,24157,18580
2025-08,C0111,22626,17542
2025-09,C0111,21961,17134
2025-10,C0111,23765,18508
2025-11,C0111,6619,5111
2024-02,C0112,4489,4179
2024-03,C0112,16184,13298
2024-04,C0112,16088,12607
2024-05,C0112,16452,12587
2024-06,C0112,16248,12632
2024-07,C0112,16148,12513
2024-08,C0112,16413,12651
2024-09,C0112,15491,11665
2024-10,C0112,17095,13237
2024-11,C0112,16137,12564
2024-12,C0112,15882,12202
2025-01,C0112,17251,13384
2025-02,C0112,14685,11514
2025-03,C0112,16193,12555
2025-04,C0112,15394,12068
2025-05,C0112,16996,13342
2025-06,C0112,16204,12375
2025-07,C0112,16732,12698
2025-08,C0112,16491,12743
2025-09,C0112,16428,12904
2025-10,C0112,17135,13197
2025-11,C0112,5699,4088
2024-02,C0113,5998,5780
2024-03,C0113,21256,17215
2024-04,C0113,23381,18454
2024-05,C0113,20988,16318
2024-06,C0113,20887,16204
2024-07,C0113,22324,16730
2024-08,C0113,22614,17217
2024-09,C0113,20998,16453
2024-10,C0113,21497,16499
2024-11,C0113,21571,16569
2024-12,C0113,24210,18455
2025-01,C0113,21788,16799
2025-02,C0113,20386,15457
2025-03,C0113,24211,18284
2025-04,C0113,21740,16772
2025-05,C0113,21858,16995
2025-06,C0113,21584,16844
2025-07,C0113,21938,17055
2025-08,C0113,22170,17013
2025-09,C0113,22192,16992
2025-10,C0113,22238,17139
2025-11,C0113,6823,5066
2024-02,C0114,5334,4377
2024-03,C0114,14309,11469
2024-04,C0114,13794,10813
2024-05,C0114,14997,11169
2024-06,C0114,14420,11152
2024-07,C0114,15676,12139
2024-08,C0114,15319,11629
2024-09,C0114,13949,10931
2024-10,C0114,14509,11161
2024-11,C0114,14313,10997
2024-12,C0114,14830,11681
2025-01,C0114,15554,12057
2025-02,C0114,12603,9881
2025-03,C0114,14796,11256
2025-04,C0114,13771,10867
2025-05,C0114,15591,11891
2025-06,C0114,14303,10972
2025-07,C0114,14427,11294
2025-08,C0114,14611,11448
2025-09,C0114,13797,10666
2025-10,C0114,14666,11286
2025-11,C0114,4061,3172
2024-02,C0115,3748,3538
2024-03,C0115,12222,9775
2024-04,C0115,12554,9614
2024-05,C0115,13496,10570
2024-06,C0115,12622,9648
2024-07,C0115,12961,9922
2024-08,C0115,12380,9636
2024-09,C0115,12833,10131
2024-10,C0115,12304,9679
2024-11,C0115,13006,10067
2024-12,C0115,13424,10316
2025-01,C0115,12304,9531
2025-02,C0115,12401,9259
2025-03,C0115,12650,9700
2025-04,C0115,12404,9697
2025-05,C0115,13139,10153
2025-06,C0115,13286,10435
2025-07,C0115,12729,9909
2025-08,C0115,12638,9951
2025-09,C0115,12213,9500
2025-10,C0115,12786,9879
2025-11,C0115,3468,2719
2024-02,C0116,2862,2551
2024-03,C0116,8741,7006
2024-04,C0116,8784,6856
2024-05,C0116,9108,7364
2024-06,C0116,8190,7046
2024-07,C0116,8354,6827
2024-08,C0116,9354,7315
2024-09,C0116,9260,7080
2024-10,C0116,8944,6925
2024-11,C0116,8729,6840
2024-12,C0116,10023,7709
2025-01,C0116,9529,7467
2025-02,C0116,8485,6670
2025-03,C0116,9065,6884
2025-04,C0116,8565,6647
2025-05,C0116,9213,7152
2025-06,C0116,8962,6881
2025-07,C0116,9313,6943
2025-08,C0116,9762,7603
2025-09,C0116,9459,7297
2025-10,C0116,9003,7032
2025-11,C0116,2661,2104
2024-02,C0117,6133,5884
2024-03,C0117,19196,15619
2024-04,C0117,18513,14263
2024-05,C0117,19353,14998
2024-06,C0117,18908,14496
2024-07,C0117,20369,15913
2024-08,C0117,18917,15017
2024-09,C0117,18617,14140
2024-10,C0117,19086,14635
2024-11,C0117,19166,14935
2024-12,C0117,18380,14334
2025-01,C0117,19755,14817
2025-02,C0117,18152,14065
2025-03,C0117,20223,15366
2025-04,C0117,18566,14195
2025-05,C0117,18639,14604
2025-06,C0117,18834,14790
2025-07,C0117,21492,16760
2025-08,C0117,20411,15916
2025-09,C0117,17937,13797
2025-10,C0117,19520,14960
2025-11,C0117,5283,4191
2024-02,C0118,7309,6642
2024-03,C0118,22871,18675
2024-04,C0118,21826,16946
2024-05,C0118,23237,17964
2024-06,C0118,20595,16149
2024-07,C0118,23147,17946
2024-08,C0118,23354,17407
2024-09,C0118,22856,17408
2024-10,C0118,23387,17924
2024-11,C0118,22410,17000
2024-12,C0118,24659,19185
2025-01,C0118,26117,20278
2025-02,C0118,20292,15667
2025-03,C0118,23706,18569
2025-04,C0118,22672,17480
2025-05,C0118,22896,17829
2025-06,C0118,21715,16695
2025-07,C0118,22776,17807
2025-08,C0118,23579,18359
2025-09,C0118,21141,16610
2025-10,C0118,22838,17696
2025-11,C0118,6590,5050
2024-02,C0119,3269,3064
2024-03,C0119,10899,8705
2024-04,C0119,11018,8569
2024-05,C0119,11453,8998
2024-06,C0119,11348,8926
2024-07,C0119,11561,9064
2024-08,C0119,12379,9342
2024-09,C0119,11009,8528
2024-10,C0119,11601,9104
2024-11,C0119,11760,9063
2024-12,C0119,11678,9094
2025-01,C0119,11994,8897
2025-02,C0119,11565,8704
2025-03,C0119,12372,9534
2025-04,C0119,10703,8380
2025-05,C0119,11632,8727
2025-06,C0119,11406,8867
2025-07,C0119,10865,8449
2025-08,C0119,12448,9628
2025-09,C0119,11931,9075
2025-10,C0119,11502,8893
2025-11,C0119,3092,2471
2024-02,C0120,3543,3327
2024-03,C0120,10914,9124
2024-04,C0120,12054,9433
2024-05,C0120,12650,9644
2024-06,C0120,11655,8951
2024-07,C0120,11908,9203
2024-08,C0120,13068,10069
2024-09,C0120,11858,9108
2024-10,C0120,12497,9656
2024-11,C0120,12668,9562
2024-12,C0120,12393,9649
2025-01,C0120,12209,9656
2025-02,C0120,10904,8504
2025-03,C0120,12057,9155
2025-04,C0120,11629,9107
2025-05,C0120,12048,9401
2025-06,C0120,11834,9213
2025-07,C0120,12428,9538
2025-08,C0120,12357,9576
2025-09,C0120,11813,9265
2025-10,C0120,11670,9180
2025-11,C0120,4259,3329
2024-02,C0121,4970,4631
2024-03,C0121,15475,12818
2024-04,C0121,16399,12540
2024-05,C0121,16555,13001
2024-06,C0121,16850,13199
2024-07,C0121,16314,12665
2024-08,C0121,17436,13586
2024-09,C0121,15555,12099
2024-10,C0121,16867,12981
2024-11,C0121,16835,12965
2024-12,C0121,17364,13494
2025-01,C0121,16493,12888
2025-02,C0121,14687,11488
2025-03,C0121,15840,12347
2025-04,C0121,16789,12608
2025-05,C0121,16996,12801
2025-06,C0121,16001,12544
2025-07,C0121,16845,12902
2025-08,C0121,17224,13224
2025-09,C0121,15836,12557
2025-10,C0121,19241,15039
2025-11,C0121,4802,3703
2024-02,C0122,3476,3208
2024-03,C0122,11396,9049
2024-04,C0122,10962,8468
2024-05,C0122,11623,8877
2024-06,C0122,11146,8528
2024-07,C0122,11200,8719
2024-08,C0122,11503,8791
2024-09,C0122,11810,8965
2024-10,C0122,11017,8602
2024-11,C0122,11433,8962
2024-12,C0122,11690,9090
2025-01,C0122,11935,9004
2025-02,C0122,10945,8514
2025-03,C0122,11320,8897
2025-04,C0122,11450,8878
2025-05,C0122,11258,8702
2025-06,C0122,10821,8455
2025-07,C0122,11981,9372
2025-08,C0122,11052,8515
2025-09,C0122,11458,8838
2025-10,C0122,11905,9263
2025-11,C0122,3249,2566
2024-02,C0123,4316,3410
2024-03,C0123,13467,10487
2024-04,C0123,12710,9903
2024-05,C0123,13675,10695
2024-06,C0123,13172,10235
2024-07,C0123,14335,11206
2024-08,C0123,13557,10575
2024-09,C0123,13633,10417
2024-10,C0123,14071,10880
2024-11,C0123,13673,10493
2024-12,C0123,13067,10248
2025-01,C0123,14268,10393
2025-02,C0123,12850,9931
2025-03,C0123,13791,10669
2025-04,C0123,13648,10378
2025-05,C0123,13313,10443
2025-06,C0123,12682,9786
2025-07,C0123,13297,10480
2025-08,C0123,13691,10176
2025-09,C0123,13064,10246
2025-10,C0123,14369,11191
2025-11,C0123,4202,3231
2024-02,C0124,3709,3490
2024-03,C0124,12373,9935
2024-04,C0124,12427,9680
2024-05,C0124,13145,9976
2024-06,C0124,12813,9867
2024-07,C0124,13202,10152
2024-08,C0124,13422,10435
2024-09,C0124,14538,10790
2024-10,C0124,13490,10430
2024-11,C0124,13211,10197
2024-12,C0124,14011,10999
2025-01,C0124,13554,10417
2025-02,C0124,12179,9415
2025-03,C0124,14260,10932
2025-04,C0124,12650,9656
2025-05,C0124,13067,10031
2025-06,C0124,12997,9914
2025-07,C0124,12459,9792
2025-08,C0124,13192,10391
2025-09,C0124,13393,10578
2025-10,C0124,13110,10164
2025-11,C0124,3914,3021
2024-02,C0125,4344,4110
2024-03,C0125,13729,11277
2024-04,C0125,14691,11486
2024-05,C0125,16256,12378
2024-06,C0125,14453,11270
2024-07,C0125,16419,12826
2024-08,C0125,14822,11645
2024-09,C0125,14940,11721
2024-10,C0125,16044,12328
2024-11,C0125,14859,11264
2024-12,C0125,15136,11642
2025-01,C0125,16333,12540
2025-02,C0125,13302,10402
2025-03,C0125,15281,11837
2025-04,C0125,16282,12515
2025-05,C0125,14714,11326
2025-06,C0125,14760,11440
2025-07,C0125,16014,12086
2025-08,C0125,14702,11409
2025-09,C0125,14857,11501
2025-10,C0125,16535,12922
2025-11,C0125,4297,3270
2024-02,C0126,5098,4859
2024-03,C0126,17178,13915
2024-04,C0126,17868,13880
2024-05,C0126,19045,14634
2024-06,C0126,19077,14649
2024-07,C0126,19367,14919
2024-08,C0126,18368,14182
2024-09,C0126,17293,13501
2024-10,C0126,19236,14880
2024-11,C0126,17653,13717
2024-12,C0126,18401,14270
2025-01,C0126,18848,14529
2025-02,C0126,16183,12526
2025-03,C0126,18130,14091
2025-04,C0126,17172,13476
2025-05,C0126,18202,14202
2025-06,C0126,18025,13614
2025-07,C0126,19190,14577
2025-08,C0126,18942,14991
2025-09,C0126,17776,13560
2025-10,C0126,18977,14357
2025-11,C0126,5482,4290
2024-02,C0127,4775,4498
2024-03,C0127,15092,12306
2024-04,C0127,13336,10479
2024-05,C0127,14110,11057
2024-06,C0127,13708,10710
2024-07,C0127,14677,11337
2024-08,C0127,15504,11712
2024-09,C0127,14086,10939
2024-10,C0127,14930,11220
2024-11,C0127,14314,11065
2024-12,C0127,14799,11442
2025-01,C0127,14335,10929
2025-02,C0127,12703,9940
2025-03,C0127,14581,11227
2025-04,C0127,15078,11959
2025-05,C0127,14485,11026
2025-06,C0127,14297,11125
2025-07,C0127,14484,11217
2025-08,C0127,15034,11636
2025-09,C0127,14097,11036
2025-10,C0127,14523,11261
2025-11,C0127,4093,3196
2024-02,C0128,5218,4791
2024-03,C0128,16332,13212
2024-04,C0128,17865,14001
2024-05,C0128,16892,13177
2024-06,C0128,16633,13241
2024-07,C0128,18137,13889
2024-08,C0128,20258,15330
2024-09,C0128,17428,13555
2024-10,C0128,18801,14417
2024-11,C0128,18500,14649
2024-12,C0128,18210,13972
2025-01,C0128,17316,13560
2025-02,C0128,15827,12287
2025-03,C0128,17387,13488
2025-04,C0128,17695,13567
2025-05,C0128,18147,13879
2025-06,C0128,16699,13235
2025-07,C0128,17231,13452
2025-08,C0128,18041,13798
2025-09,C0128,16804,13116
2025-10,C0128,18170,14164
2025-11,C0128,5148,4049
2024-02,C0129,4712,4238
2024-03,C0129,12666,10359
2024-04,C0129,12897,10069
2024-05,C0129,12559,9742
2024-06,C0129,14037,10459
2024-07,C0129,13649,10070
2024-08,C0129,13260,10324
2024-09,C0129,12004,9441
2024-10,C0129,13412,10457
2024-11,C0129,12476,9715
2024-12,C0129,12901,9922
2025-01,C0129,12625,9830
2025-02,C0129,11481,9012
2025-03,C0129,13111,10218
2025-04,C0129,12122,9509
2025-05,C0129,12822,9904
2025-06,C0129,12958,9974
